token	exchange	symbol	series	security_desc
8585	NSE_EQ	NLCINDIA	EQ	NLC INDIA LIMITED
15332	NSE_EQ	NMDC	EQ	NMDC LTD.
2442	NSE_EQ	NOCIL	EQ	NOCIL LIMITED
10786	NSE_EQ	NOIDATOLL	EQ	NOIDA TOLL BRIDGE CO LTD
25426	NSE_EQ	NORTHARC	EQ	NORTHERN ARC CAPITAL LTD
22477	NSE_EQ	NOVAAGRI	EQ	NOVA AGRITECH LIMITED
756324	NSE_EQ	NPST	EQ	NETWORK PEOPLE SRV TECH L
20314	NSE_EQ	NRAIL	EQ	N R AGARWAL INDS LTD
7553	NSE_EQ	NRBBEARING	EQ	NRB BEARING LIMITED
13675	NSE_EQ	NRL	EQ	NUPUR RECYCLERS LIMITED
11239	NSE_EQ	NSIL	EQ	NALWA SONS INVESTMENT LTD
14180	NSE_EQ	NSLNISP	EQ	NMDC STEEL LIMITED
11630	NSE_EQ	NTPC	EQ	NTPC LTD
27176	NSE_EQ	NTPCGREEN	EQ	NTPC GREEN ENERGY LIMITED
10791	NSE_EQ	NUCLEUS	EQ	NUCLEUS SOFTWARE EXPORTS
2350	NSE_EQ	NURECA	EQ	NURECA LIMITED
18721	NSE_EQ	NUVAMA	EQ	NUVAMA WEALTH MANAGE LTD
5426	NSE_EQ	NUVOCO	EQ	NUVOCO VISTAS CORP LTD
9847	NSE_EQ	NV20BEES	EQ	NIP IND ETF ETF NV20
17475	NSE_EQ	NV20IETF	EQ	ICICI PRUDENTIAL NV20 ETF
6545	NSE_EQ	NYKAA	EQ	FSN E COMMERCE VENTURES
10768	NSE_EQ	OAL	EQ	ORIENTAL AROMATICS LTD
8797	NSE_EQ	OBCL	EQ	ORISSA BENGAL CARRIER LTD
20242	NSE_EQ	OBEROIRLTY	EQ	OBEROI REALTY LIMITED
25918	NSE_EQ	OCCLLTD	EQ	OCCL LIMITED
10738	NSE_EQ	OFSS	EQ	ORACLE FIN SERV SOFT LTD.
17438	NSE_EQ	OIL	EQ	OIL INDIA LTD
2472	NSE_EQ	OILCOUNTUB	EQ	OIL COUNTRY TUBULAR LTD
24533	NSE_EQ	OILIETF	EQ	ICICIPRAMC - OILIETF
10637	NSE_EQ	OLECTRA	EQ	OLECTRA GREENTECH LIMITED
14853	NSE_EQ	OMAXE	EQ	OMAXE LIMITED
25492	NSE_EQ	ONELIFECAP	EQ	ONELIFE CAP ADVISORS LTD
9939	NSE_EQ	ONEPOINT	EQ	ONE POINT ONE SOL LTD
29224	NSE_EQ	ONESOURCE	EQ	ONESOURCE SPECL PHARMA L
21469	NSE_EQ	OPTIEMUS	EQ	OPTIEMUS INFRACOM LTD
31475	NSE_EQ	ORBTEXP	EQ	ORBIT EXPORTS LIMITED
926	NSE_EQ	ORCHPHARMA	EQ	ORCHID PHARMA LIMITED
10159	NSE_EQ	ORICONENT	EQ	ORICON ENTERPRISES LTD
14346	NSE_EQ	ORIENTALTL	EQ	ORIENTAL TRIMEX LTD
14278	NSE_EQ	ORIENTBELL	EQ	ORIENT BELL LIMITED
30089	NSE_EQ	ORIENTCEM	EQ	ORIENT CEMENT LTD.
13111	NSE_EQ	ORIENTCER	EQ	ORIENT CERATECH LIMITED
2972	NSE_EQ	ORIENTELEC	EQ	ORIENT ELECTRIC LIMITED
2493	NSE_EQ	ORIENTHOT	EQ	ORIENT HOTELS LTD
18208	NSE_EQ	ORIENTLTD	EQ	ORIENT PRESS LIMITED
2496	NSE_EQ	ORIENTPPR	EQ	ORIENT PAPER AND INDS LTD
24961	NSE_EQ	ORIENTTECH	EQ	ORIENT TECHNOLOGIES LTD
19931	NSE_EQ	ORISSAMINE	EQ	ORISSA MIN DEV CO LTD
21383	NSE_EQ	PALASHSECU	EQ	PALASH SECURITIES LTD
4055	NSE_EQ	PANACEABIO	EQ	PANACEA BIOTEC LTD
25392	NSE_EQ	PANAMAPET	EQ	PANAMA PETROCHEM LTD
6141	NSE_EQ	PANSARI	EQ	PANSARI DEVELOPERS LTD
13951	NSE_EQ	PARACABLES	EQ	PARAMOUNT COMM LTD
9741	NSE_EQ	PARADEEP	EQ	PARADEEP PHOSPHATES LTD
17130	NSE_EQ	PARAGMILK	EQ	PARAG MILK FOODS LTD.
5911	NSE_EQ	PARAS	EQ	PARAS DEF AND SPCE TECH L
3972	NSE_EQ	PARASPETRO	EQ	PARAS PETROFILS LTD.
22649	NSE_EQ	PARKHOTELS	EQ	PARKHOTELS
13791	NSE_EQ	PARSVNATH	EQ	PARSVNATH DEVELOPER LTD
17029	NSE_EQ	PATANJALI	EQ	PATANJALI FOODS LIMITED
11699	NSE_EQ	PATELENG	EQ	PATEL ENGINEERING LTD.
759439	NSE_EQ	PATELRMART	EQ	PATEL RETAIL LIMITED
15219	NSE_EQ	PATINTLOG	EQ	PATEL INT. LOG. LTD
29124	NSE_EQ	PCJEWELLER	EQ	PC JEWELLER LTD
20621	NSE_EQ	PENIND	EQ	PENNAR INDUSTRIES LTD
18365	NSE_EQ	PERSISTENT	EQ	PERSISTENT SYSTEMS LTD
13496	NSE_EQ	PFOCUS	EQ	PRIME FOCUS LIMITED
22602	NSE_EQ	PFS	EQ	PTC INDIA FIN SERV LTD
25358	NSE_EQ	PGEL	EQ	PG ELECTROPLAST LTD
2535	NSE_EQ	PGHH	EQ	P&G HYGIENE & HEALTH CARE
940	NSE_EQ	PGHL	EQ	PROCTER & GAMBLE HEALTH L
14260	NSE_EQ	PGIL	EQ	PEARL GLOBAL IND LIMITED
14552	NSE_EQ	PHOENIXLTD	EQ	THE PHOENIX MILLS LTD
2664	NSE_EQ	PIDILITIND	EQ	PIDILITE INDUSTRIES LTD
24184	NSE_EQ	PIIND	EQ	PI INDUSTRIES LTD
10666	NSE_EQ	PNB	EQ	PUNJAB NATIONAL BANK
8736	NSE_EQ	PNBGILTS	EQ	PNB GILTS LIMITED
18908	NSE_EQ	PNBHOUSING	EQ	PNB HOUSING FIN LTD.
9385	NSE_EQ	PNCINFRA	EQ	PNC INFRATECH LTD.
25312	NSE_EQ	PNGJL	EQ	P N GADGIL JEWELLERS LTD
14385	NSE_EQ	POCL	EQ	PONDY OXIDES & CHEM LTD
19036	NSE_EQ	PODDARMENT	EQ	PODDAR PIGMENTS LIMITED
17651	NSE_EQ	POKARNA	EQ	POKARNA LIMITED
6656	NSE_EQ	POLICYBZR	EQ	PB FINTECH LIMITED
9590	NSE_EQ	POLYCAB	EQ	POLYCAB INDIA LIMITED
25718	NSE_EQ	POLYMED	EQ	POLY MEDICURE LIMITED
2687	NSE_EQ	POLYPLEX	EQ	POLYPLEX CORPORATION LTD
10661	NSE_EQ	PONNIERODE	EQ	PONNIE SUGARS (ERODE) LTD
11403	NSE_EQ	POONAWALLA	EQ	POONAWALLA FINCORP LTD
14977	NSE_EQ	POWERGRID	EQ	POWER GRID CORP. LTD.
18457	NSE_EQ	POWERINDIA	EQ	HITACHI ENERGY INDIA LTD
10473	NSE_EQ	POWERMECH	EQ	POWER MECH PROJECTS LTD.
15209	NSE_EQ	PPAP	EQ	PPAP AUTOMOTIVE LIMITED
10297	NSE_EQ	PPL	EQ	PRAKASH PIPES LIMITED
11571	NSE_EQ	PPLPHARMA	EQ	PIRAMAL PHARMA LIMITED
30134	NSE_EQ	PRABHA	EQ	PRABHA ENERGY LIMITED
19599	NSE_EQ	PRAKASHSTL	EQ	PRAKASH STEELAGE LTD
12603	NSE_EQ	PRECAM	EQ	PRECISION CAMSHAFTS LTD.
2711	NSE_EQ	PRECOT	EQ	PRECOT LIMITED
20302	NSE_EQ	PRESTIGE	EQ	PRESTIGE ESTATE LTD
19631	NSE_EQ	PRICOLLTD	EQ	PRICOL LIMITED
11864	NSE_EQ	PRIMESECU	EQ	PRIME SECURITIES LIMITED
756925	NSE_EQ	PRIMO	EQ	PRIMO CHEMICALS LIMITED
16045	NSE_EQ	PRINCEPIPE	EQ	PRINCE PIPES FITTINGS LTD
8304	NSE_EQ	PRITI	EQ	PRITI INTERNATIONAL LTD
758173	NSE_EQ	PROSTARM	EQ	PROSTARM INFO SYSTEMS LTD
29472	NSE_EQ	PROTEAN	EQ	PROTEAN EGOV TECHNO LTD
2739	NSE_EQ	PRSMJOHNSN	EQ	PRISM JOHNSON LIMITED
9553	NSE_EQ	PRUDENT	EQ	PRUDENT CORP ADV SER LTD
20527	NSE_EQ	PRUDMOULI	EQ	PRUDENTIAL SUGAR CORPORAT
21001	NSE_EQ	PSB	EQ	PUNJAB & SIND BANK
20877	NSE_EQ	PSPPROJECT	EQ	PSP PROJECTS LIMITED
15061	NSE_EQ	PSUBANK	EQ	KOTAK PSU BANK
17616	NSE_EQ	PSUBANKADD	EQ	DSPAMC - DSPPSBKETF
15032	NSE_EQ	PSUBNKBEES	EQ	NIP IND ETF PSU BANK BEES
11355	NSE_EQ	PTC	EQ	PTC INDIA LIMITED
16682	NSE_EQ	PTCIL	EQ	PTC INDUSTRIES LIMITED
14101	NSE_EQ	PTL	EQ	PTL ENTERPRISES LTD
4344	NSE_EQ	PUNJABCHEM	EQ	PUNJAB CHEM & CROP PROT L
11386	NSE_EQ	PVTBANIETF	EQ	ICICIPRAMC - ICICIBANKP
17576	NSE_EQ	PVTBANKADD	EQ	DSPAMC - DSPPVBKETF
15330	NSE_EQ	QGOLDHALF	EQ	QUANTUM GOLD FUND
16819	NSE_EQ	QNIFTY	EQ	QUANTUM NIFTY 50 ETF
29711	NSE_EQ	QPOWER	EQ	QUALITY POWER ELEC EQUP L
29087	NSE_EQ	QUADFUTURE	EQ	QUADRANT FUTURE TEK LTD
17808	NSE_EQ	QUAL30IETF	EQ	ICICIPRAMC - ICICIQTY30
757946	NSE_EQ	QUALITY30	EQ	KOTAKMAMC - QUALITY30
17704	NSE_EQ	QUESS	EQ	QUESS CORP LIMITED
13116	NSE_EQ	QUICKHEAL	EQ	QUICK HEAL TECH LTD
13580	NSE_EQ	RADIANTCMS	EQ	RADIANT CASH MGMT SER LTD
10990	NSE_EQ	RADICO	EQ	RADICO KHAITAN LTD
19877	NSE_EQ	RADIOCITY	EQ	MUSIC BROADCAST LIMITED
2431	NSE_EQ	RAILTEL	EQ	RAILTEL CORP OF IND LTD
15337	NSE_EQ	RAIN	EQ	RAIN INDUSTRIES LIMITED
9408	NSE_EQ	RAINBOW	EQ	RAINBOW CHILDRENS MED LTD
7401	NSE_EQ	RAJESHEXPO	EQ	RAJESH EXPORTS LTD
2168	NSE_EQ	RAJMET	EQ	RAJNANDINI METAL LIMITED
757049	NSE_EQ	RAJOOENG	EQ	RAJOO ENGINEERS LIMITED
2816	NSE_EQ	RALLIS	EQ	RALLIS INDIA LTD
13565	NSE_EQ	RAMANEWS	EQ	SHREE RAMA NEWSPRINT LTD
10568	NSE_EQ	RAMAPHO	EQ	RAMA PHOSPHATES LIMITED
7851	NSE_EQ	RAMCOSYS	EQ	RAMCO SYSTEMS LTD.
10485	NSE_EQ	RAMRAT	EQ	RAM RATNA WIRES LIMITED
2837	NSE_EQ	RANASUG	EQ	RANA SUGARS LTD.
2844	NSE_EQ	RANEHOLDIN	EQ	RANE HOLDINGS LIMITED
7177	NSE_EQ	RATEGAIN	EQ	RATEGAIN TRAVEL TECHN LTD
13451	NSE_EQ	RATNAMANI	EQ	RATNAMANI MET & TUB LTD.
18423	NSE_EQ	RATNAVEER	EQ	RATNAVEER PRECISION ENG L
2859	NSE_EQ	RAYMOND	EQ	RAYMOND LTD
25073	NSE_EQ	RAYMONDLSL	EQ	RAYMOND LIFESTYLE LIMITED
2866	NSE_EQ	RCF	EQ	RASHTRIYA CHEMICALS & FER
15355	NSE_EQ	RECLTD	EQ	REC LIMITED
17859	NSE_EQ	REDTAPE	EQ	REDTAPE LIMITED
17764	NSE_EQ	REFEX	EQ	REFEX INDUSTRIES LIMITED
758680	NSE_EQ	REGAAL	EQ	REGAAL RESOURCES LIMITED
4130	NSE_EQ	REGENCERAM	EQ	REGENCY CERAMICS LTD.
24225	NSE_EQ	RELAXO	EQ	RELAXO FOOT LTD.
9652	NSE_EQ	RELCHEMQ	EQ	RELIANCE CHEMOTEX IND LTD
15068	NSE_EQ	RELIGARE	EQ	RELIGARE ENTER. LTD.
24596	NSE_EQ	RELTD	EQ	RAVINDRA ENERGY LIMITED
3965	NSE_EQ	REMSONSIND	EQ	REMSONS INDUSTRIES LTD
1480	NSE_EQ	REPL	EQ	RUDRABHISHEK ENTERP LTD
13126	NSE_EQ	REPRO	EQ	REPRO INDIA LIMITED
20323	NSE_EQ	RESPONIND	EQ	RESPONSIVE INDUSTRIES LTD
24145	NSE_EQ	RETAIL	EQ	JHS SVENDGAARD RETAIL V L
15129	NSE_EQ	RGL	EQ	RENAISSANCE GLOBAL LTD
759062	NSE_EQ	RHETAN	EQ	RHETAN TMT LIMITED
8944	NSE_EQ	RITCO	EQ	RITCO LOGISTICS LIMITED
3761	NSE_EQ	RITES	EQ	RITES LIMITED
20950	NSE_EQ	RKDL	EQ	RAVI KUMAR DIST. LTD.
1547	NSE_EQ	RKEC	EQ	RKEC PROJECTS LIMITED
11411	NSE_EQ	RKFORGE	EQ	RAMKRISHNA FORGINGS LTD
23043	NSE_EQ	RKSWAMY	EQ	R K SWAMY LIMITED
757834	NSE_EQ	RMDRIP	EQ	R M DRIP & SPRINK SYS LTD
11975	NSE_EQ	RML	EQ	RANE (MADRAS) LIMITED
13182	NSE_EQ	ROHLTD	EQ	ROYAL ORCHID HOTELS LTD
5279	NSE_EQ	ROLEXRINGS	EQ	ROLEX RINGS LIMITED
19104	NSE_EQ	ROLLT	EQ	ROLLATAINERS LIMITED
28913	NSE_EQ	ROSSELLIND	EQ	ROSSELL INDIA LIMITED
27353	NSE_EQ	ROSSTECH	EQ	ROSSELL TECHSYS LIMITED
9049	NSE_EQ	ROTO	EQ	ROTO PUMPS LIMITED
128	NSE_EQ	ROUTE	EQ	ROUTE MOBILE LIMITED
20760	NSE_EQ	RPPINFRA	EQ	R.P.P INFRA PROJECTS LTD
22670	NSE_EQ	RPTECH	EQ	RASHI PERIPHERALS LIMITED
6429	NSE_EQ	RSSOFTWARE	EQ	R. S. SOFTWARE (INDIA) LI
2794	NSE_EQ	RSWM	EQ	RSWM LIMITED
13414	NSE_EQ	RSYSTEMS	EQ	R SYS INTERNATIONAL LTD
27297	NSE_EQ	RTNINDIA	EQ	RATTANINDIA ENT LIMITED
17520	NSE_EQ	RTNPOWER	EQ	RATTANINDIA POWER LIMITED
24730	NSE_EQ	RUBFILA	EQ	RUBFILA INTERNATIONAL LTD
759316	NSE_EQ	RUBICON	EQ	RUBICON RESEARCH LIMITED
2939	NSE_EQ	RUBYMILLS	EQ	THE RUBY MILLS LTD
4566	NSE_EQ	RUCHINFRA	EQ	RUCHI INFRASTRUCTURE LTD
13821	NSE_EQ	RUCHIRA	EQ	RUCHIRA PAPERS LIMITED
2951	NSE_EQ	S&SPOWER	EQ	S&S POWER SWITCHGEARS LTD
23365	NSE_EQ	SABTNL	EQ	SRI ADHIKARI BRO TELE N L
13236	NSE_EQ	SADBHAV	EQ	SADBHAV ENGINEERING LTD
13035	NSE_EQ	SAFARI	EQ	SAFARI IND (INDIA) LTD
14068	NSE_EQ	SAGCEM	EQ	SAGAR CEMENTS LIMITED
27052	NSE_EQ	SAGILITY	EQ	SAGILITY LIMITED
27839	NSE_EQ	SAILIFE	EQ	SAI LIFE SCIENCES LIMITED
2969	NSE_EQ	SAKHTISUG	EQ	SAKTHI SUGARS LTD
11794	NSE_EQ	SAKSOFT	EQ	SAKSOFT LIMITED
13251	NSE_EQ	SAKUMA	EQ	SAKUMA EXPORTS LIMITED
21362	NSE_EQ	SALASAR	EQ	SALASAR TECHNO ENGG. LTD.
17351	NSE_EQ	SALONA	EQ	SALONA COTSPIN LTD.
11399	NSE_EQ	SALZERELEC	EQ	SALZER ELECTRONICS LTD
4127	NSE_EQ	SAMBHAAV	EQ	SAMBHAAV MEDIA LTD
757767	NSE_EQ	SAMBHV	EQ	SAMBHV STEEL TUBES LTD
18614	NSE_EQ	SAMHI	EQ	SAMHI HOTELS LIMITED
30125	NSE_EQ	SAMMAANCAP	EQ	SAMMAAN CAPITAL LIMITED
28805	NSE_EQ	SANATHAN	EQ	SANATHAN TEXTILES LIMITED
2988	NSE_EQ	SANDESH	EQ	SANDESH LTD
2397	NSE_EQ	SANDHAR	EQ	SANDHAR TECHNOLOGIES LTD
18359	NSE_EQ	SANDUMA	EQ	SANDUR MANG & IRON ORES L
2997	NSE_EQ	SANGHIIND	EQ	SANGHI INDUSTRIES LTD
14058	NSE_EQ	SANGHVIMOV	EQ	SANGHVI MOVERS LTD
11032	NSE_EQ	SANGINITA	EQ	SANGINITA CHEMICALS LTD
1442	NSE_EQ	SANOFI	EQ	SANOFI INDIA LIMITED
25222	NSE_EQ	SANOFICONR	EQ	SANOFI CONS HEALTHC IND L
5751	NSE_EQ	SANSERA	EQ	SANSERA ENGINEERING LTD
24582	NSE_EQ	SANSTAR	EQ	SANSTAR LIMITED
6718	NSE_EQ	SAPPHIRE	EQ	SAPPHIRE FOODS INDIA LTD
17758	NSE_EQ	SARDAEN	EQ	SARDA ENERGY & MIN LTD
4892	NSE_EQ	SAREGAMA	EQ	SAREGAMA INDIA LIMITED
14043	NSE_EQ	SARLAPOLY	EQ	SARLA PERF. FIBERS LTD
12913	NSE_EQ	SARVESHWAR	EQ	SARVESHWAR FOODS LIMITED
11983	NSE_EQ	SASKEN	EQ	SASKEN TECHNOLOGIES LTD
20063	NSE_EQ	SASTASUNDR	EQ	SASTASUNDAR VENTURES LTD
11045	NSE_EQ	SATIA	EQ	SATIA INDUSTRIES LIMITED
10453	NSE_EQ	SATIN	EQ	SATIN CREDIT NET LTD
14139	NSE_EQ	SBGLP	EQ	SURATWWALA BUS GROUP LTD
30290	NSE_EQ	SBIBPB	EQ	SBIAMC - SBIBPB
17971	NSE_EQ	SBICARD	EQ	SBI CARDS & PAY SER LTD
5168	NSE_EQ	SBIETFCON	EQ	SBIAMC - SBIETFCON
740	NSE_EQ	SBIETFIT	EQ	SBIAMC - SBIETFIT
722	NSE_EQ	SBIETFPB	EQ	SBIAMC - SBIETFPB
7218	NSE_EQ	SBIETFQLTY	EQ	SBIAMC - SBIETFQLTY
21808	NSE_EQ	SBILIFE	EQ	SBI LIFE INSURANCE CO LTD
758496	NSE_EQ	SBILIQETF	EQ	SBIAMC - SBILIQETF
20698	NSE_EQ	SCHAND	EQ	S CHAND AND COMPANY LTD
31234	NSE_EQ	SCHNEIDER	EQ	SCHNEIDER ELECTRIC INFRA
3048	NSE_EQ	SCI	EQ	SHIPPING CORP OF INDIA LT
23127	NSE_EQ	SCILAL	EQ	SHIPPING CORP OF ILA LTD
757478	NSE_EQ	SCODATUBES	EQ	SCODA TUBES LIMITED
12072	NSE_EQ	SCPL	EQ	SHEETAL COOL PRODUCTS LTD
3022	NSE_EQ	SDL26BEES	EQ	RELCAPAMC-NETFSDL26
2616	NSE_EQ	SEAMECLTD	EQ	SEAMEC LIMITED
19496	NSE_EQ	SECMARK	EQ	SECMARK CONSULTANCY LTD
11058	NSE_EQ	SECURKLOUD	EQ	SECUREKLOUD TECH LIMITED
7091	NSE_EQ	SEJALLTD	EQ	SEJAL GLASS LIMITED
30109	NSE_EQ	SELECTIPO	EQ	MIRAEAMC - SELECTIPO
6262	NSE_EQ	SELMC	EQ	SEL MANUFACTURING CO LTD
11961	NSE_EQ	SEMAC	EQ	SEMAC CONSTRUCTION LTD
17271	NSE_EQ	SENCO	EQ	SENCO GOLD LIMITED
28888	NSE_EQ	SENORES	EQ	SENORES PHARMACEUTICALS L
17613	NSE_EQ	SENSEXADD	EQ	DSPAMC - DSPSENXETF
19224	NSE_EQ	SENSEXETF	EQ	MIRAEAMC - SENSEXETF
4378	NSE_EQ	SENSEXIETF	EQ	ICICI PRUD SENSEX ETF
15308	NSE_EQ	SEPC	EQ	SEPC LIMITED
14296	NSE_EQ	SEQUENT	EQ	SEQUENT SCIENTIFIC LTD.
5507	NSE_EQ	SERVOTECH	EQ	SERVOTECH REN POW SYS LTD
17514	NSE_EQ	SETCO	EQ	SETCO AUTOMOTIVE LTD
29075	NSE_EQ	SGLTL	EQ	STANDARD GLASS LIN TECH L
758889	NSE_EQ	SGMART	EQ	SG MART LIMITED
20296	NSE_EQ	SHAH	EQ	SHAH METACORP LIMITED
11856	NSE_EQ	SHAHALLOYS	EQ	SHAH ALLOYS LIMITED
25574	NSE_EQ	SHAKTIPUMP	EQ	SHAKTI PUMPS (I) LTD
714	NSE_EQ	SHALBY	EQ	SHALBY LIMITED
15342	NSE_EQ	SHALPAINTS	EQ	SHALIM PAINTS LTD
20321	NSE_EQ	SHANKARA	EQ	SHANKARA BLDG PRODUCT LTD
5650	NSE_EQ	SHANTI	EQ	SHANTI OVERSEAS INDIA LTD
3078	NSE_EQ	SHANTIGEAR	EQ	SHANTHI GEARS LTD
758002	NSE_EQ	SHANTIGOLD	EQ	SHANTI GOLD INTERNATION L
104	NSE_EQ	SHAREINDIA	EQ	SHARE IND. SECURITIES LTD
21095	NSE_EQ	SHEKHAWATI	EQ	SHEKHAWATI INDUSTRIES LTD
5068	NSE_EQ	SHEMAROO	EQ	SHEMAROO ENTER. LTD.
17752	NSE_EQ	SHILPAMED	EQ	SHILPA MEDICARE LTD
13756	NSE_EQ	SHIVAMAUTO	EQ	SHIVAM AUTO.LTD
804	NSE_EQ	SHIVATEX	EQ	SHIVA TEXYARN LIMITED
708	NSE_EQ	SHRADHA	EQ	SHRADHA INFRAPROJECTS LTD
3099	NSE_EQ	SHREDIGCEM	EQ	SHREE DIGVIJAY CEM CO LTD
10588	NSE_EQ	SHREEPUSHK	EQ	SHRE PUSH CHEM & FERT LTD
11149	NSE_EQ	SHRENIK	EQ	SHRENIK LIMITED
3126	NSE_EQ	SHREYANIND	EQ	SHREYANS INDUSTRIES LTD
759093	NSE_EQ	SHRINGARMS	EQ	SHRINGAR HOU OF MANGALS L
17186	NSE_EQ	SHRIPISTON	EQ	SHRIRAM PIST. & RING LTD
10188	NSE_EQ	SHYAMCENT	EQ	SHYAM CENTURY FERROUS LTD
4693	NSE_EQ	SHYAMMETL	EQ	SHYAM METALICS AND ENGY L
13740	NSE_EQ	SHYAMTEL	EQ	SHYAM TELECOM LIMITED
3150	NSE_EQ	SIEMENS	EQ	SIEMENS LTD
4522	NSE_EQ	SIGIND	EQ	SIGNET INDUSTRIES LIMITED
22656	NSE_EQ	SIGNPOST	EQ	SIGNPOST INDIA LIMITED
4105	NSE_EQ	SILINV	EQ	SIL INVESTMENTS LIMITED
19097	NSE_EQ	SILLYMONKS	EQ	SILLY MONKS ENTERTAIN LTD
8003	NSE_EQ	SILVER	EQ	BIRLASLAMC - SILVER
13082	NSE_EQ	SILVER1	EQ	KOTAKMAMC - KOTAKSILVE
756150	NSE_EQ	SILVER360	EQ	360ONEAMC - SILVER360
10761	NSE_EQ	SILVERADD	EQ	DSPAMC - DSPSILVETF
16777	NSE_EQ	SILVERAG	EQ	MIRAEAMC - MASILVER
8080	NSE_EQ	SILVERBEES	EQ	NIPPONAMC - NETFSILVER
30274	NSE_EQ	SILVERCASE	EQ	ZERODHAAMC - SILVERCASE
15085	NSE_EQ	SILVERETF	EQ	UTIAMC - SILVERETF
9422	NSE_EQ	SILVERTUC	EQ	SILVER TOUCH TECHNO LTD
3162	NSE_EQ	SIMPLEXINF	EQ	SIMPLEX INFRASTRUCTURES L
23480	NSE_EQ	SINCLAIR	EQ	SINCLAIRS HOTELS LIMITED
16859	NSE_EQ	SINDHUTRAD	EQ	SINDHU TRADE LINKS LTD
381	NSE_EQ	SINTERCOM	EQ	SINTERCOM INDIA LIMITED
11050	NSE_EQ	SIRCA	EQ	SIRCA PAINT INDIA LIMITED
14096	NSE_EQ	SIYSIL	EQ	SIYARAM SILK MILLS LTD
6643	NSE_EQ	SJS	EQ	SJS ENTERPRISES LIMITED
18883	NSE_EQ	SJVN	EQ	SJVN LTD
9428	NSE_EQ	SKIPPER	EQ	SKIPPER LIMITED
13631	NSE_EQ	SKYGOLD	EQ	SKY GOLD AND DIAMONDS LTD
22832	NSE_EQ	SMALLCAP	EQ	MIRAEAMC - SMALLCAP
9889	NSE_EQ	SMARTLINK	EQ	SMARTLINK HOLDINGS LTD
757965	NSE_EQ	SMARTWORKS	EQ	SMARTWORKS COWORKING SP L
2320	NSE_EQ	SMCGLOBAL	EQ	SMC GLOBAL SECURITIES LTD
758955	NSE_EQ	SML100CASE	EQ	ZERODHAAMC - SML100CASE
3387	NSE_EQ	SMLISUZU	EQ	SML ISUZU LIMITED
4843	NSE_EQ	SNOWMAN	EQ	SNOWMAN LOGISTICS LTD.
759929	NSE_EQ	SOLARWORLD	EQ	SOLARWORLD ENERGY SOL LTD
759397	NSE_EQ	SOLEX	EQ	SOLEX ENERGY LIMITED
3880	NSE_EQ	SOMANYCERA	EQ	SOMANY CERAMICS LIMITED
17794	NSE_EQ	SOMICONVEY	EQ	SOMI CONVEYOR BELT. LTD.
4684	NSE_EQ	SONACOMS	EQ	SONA BLW PRECISION FRGS L
8806	NSE_EQ	SONAMLTD	EQ	SONAM LIMITED
6596	NSE_EQ	SONATSOFTW	EQ	SONATA SOFTWARE LTD
3021	NSE_EQ	SOTL	EQ	SAVITA OIL TECHNOLO. LTD
5948	NSE_EQ	SOUTHBANK	EQ	THE SOUTH INDIAN BANK LTD
9678	NSE_EQ	SOUTHWEST	EQ	SOUTH WEST PINNACLE LTD
18252	NSE_EQ	SPAL	EQ	S. P. APPARELS LIMITED
11435	NSE_EQ	SPANDANA	EQ	SPANDANA SPHOORTY FIN LTD
14788	NSE_EQ	SPARC	EQ	SUN PHARMA ADV.RES.CO.LTD
27107	NSE_EQ	SPECIALITY	EQ	SPECIALITY REST LTD
30455	NSE_EQ	SPECTRUM	EQ	SPECTRUM ELECTRIC IND LTD
8163	NSE_EQ	SPENCERS	EQ	SPENCER S RETAIL LIMITED
3252	NSE_EQ	SPIC	EQ	SPIC LTD
3321	NSE_EQ	SPMLINFRA	EQ	SPML INFRA LIMITED
18119	NSE_EQ	SRGHFL	EQ	SRG HOUSING FINANCE L
14582	NSE_EQ	SRHHYPOLTD	EQ	SREE RAYALSEEMA HHP LTD.
23402	NSE_EQ	SRM	EQ	SRM CONTRACTORS LIMITED
24856	NSE_EQ	SSDL	EQ	SARASWATI SAREE DEPOT LTD
11829	NSE_EQ	SSWL	EQ	STEEL STRIPS WHEELS LTD.
29204	NSE_EQ	STALLION	EQ	STALLION IND FLUOROCHEM L
24226	NSE_EQ	STANLEY	EQ	STANLEY LIFESTYLES LTD
7374	NSE_EQ	STAR	EQ	STRIDES PHARMA SCI LTD
21091	NSE_EQ	STARCEMENT	EQ	STAR CEMENT LIMITED
7083	NSE_EQ	STARHEALTH	EQ	STAR HEALTH & AL INS CO L
3291	NSE_EQ	STARPAPER	EQ	STAR PAPER MILLS LTD
9305	NSE_EQ	STARTECK	EQ	STARTECK FINANCE LIMITED
10948	NSE_EQ	STCINDIA	EQ	THE STATE TRADING CORPN
6803	NSE_EQ	STEELCAS	EQ	STEELCAST LIMITED
10406	NSE_EQ	STEELCITY	EQ	STEEL CITY SECURITIES LTD
21339	NSE_EQ	STEELXIND	EQ	STEEL EXCHANGE INDIA LTD
21484	NSE_EQ	STEL	EQ	STEL HOLDINGS LIMITED
4299	NSE_EQ	STERTOOLS	EQ	STERLING TOOLS LIMITED
758958	NSE_EQ	STLNETWORK	EQ	STL NETWORKS LIMITED
9309	NSE_EQ	STLTECH	EQ	STERLITE TECHNOLOGIES LTD
25114	NSE_EQ	STYLEBAAZA	EQ	BAAZAR STYLE RETAIL LTD
19	NSE_EQ	STYRENIX	EQ	STYRENIX PERFORMANCE LTD
