token	exchange	symbol	series	security_desc
15254	NSE_EQ	CEATLTD	EQ	CEAT LIMITED
13162	NSE_EQ	CELEBRITY	EQ	CELEBRITY FASHIONS LTD
19795	NSE_EQ	CELLO	EQ	CELLO WORLD LIMITED
5622	NSE_EQ	CEMPRO	EQ	CEMINDIA PROJECTS LIMITED
619	NSE_EQ	CENTENKA	EQ	CENTURY ENKA LTD
14894	NSE_EQ	CENTRALBK	EQ	CENTRAL BANK OF INDIA
2454	NSE_EQ	CENTRUM	EQ	CENTRUM CAPITAL LIMITED
628	NSE_EQ	CESC	EQ	CESC LTD
28764	NSE_EQ	CEWATER	EQ	CONCORD ENVIRO SYSTEMS L
8546	NSE_EQ	CHALET	EQ	CHALET HOTELS LIMITED
637	NSE_EQ	CHAMBLFERT	EQ	CHAMBAL FERTILIZERS LTD
14618	NSE_EQ	CHEMBOND	EQ	CHEMBOND MATERIALTECH LTD
757989	NSE_EQ	CHEMBONDCH	EQ	CHEMBOND CHEMICAL LIMITED
270	NSE_EQ	CHEMCON	EQ	CHEMCON SPECIAL CHEM LTD
2799	NSE_EQ	CHEMFAB	EQ	CHEMFAB ALKALIS LIMITED
5449	NSE_EQ	CHEMPLASTS	EQ	CHEMPLAST SANMAR LIMITED
2049	NSE_EQ	CHENNPETRO	EQ	CHENNAI PETROLEUM CORP LT
9879	NSE_EQ	CHEVIOT	EQ	CHEVIOT COMPANY LIMITED
8866	NSE_EQ	CHOICEIN	EQ	CHOICE INTERNATIONAL LTD
756015	NSE_EQ	CIFL	EQ	CAPITAL INDIA FINANCE LTD
5142	NSE_EQ	CIGNITITEC	EQ	CIGNITI TECHNOLOGIES LTD
27161	NSE_EQ	CINELINE	EQ	CINELINE INDIA LIMITED
3482	NSE_EQ	CLSEL	EQ	CHAMAN LAL SETIA EXP LTD
6006	NSE_EQ	COASTCORP	EQ	COASTAL CORPORATION LTD
21508	NSE_EQ	COCHINSHIP	EQ	COCHIN SHIPYARD LIMITED
15141	NSE_EQ	COLPAL	EQ	COLGATE PALMOLIVE LTD.
13198	NSE_EQ	COMMOIETF	EQ	ICICIPRAMC - ICICICOMMO
31138	NSE_EQ	COMPUSOFT	EQ	COMPUCOM SOFTWARE LTD
21578	NSE_EQ	COMSYN	EQ	COMMERCIAL SYN BAGS LTD
4749	NSE_EQ	CONCOR	EQ	CONTAINER CORP OF IND LTD
18060	NSE_EQ	CONCORDBIO	EQ	CONCORD BIOTECH LIMITED
10238	NSE_EQ	CONFIPET	EQ	CONFIDENCE PETRO IND LTD.
2435	NSE_EQ	CONSUMBEES	EQ	NIP IND ETF CONSUMPTION
28969	NSE_EQ	CONSUMER	EQ	MIRAEAMC - CONSUMER
6446	NSE_EQ	CONSUMIETF	EQ	ICICIPRAMC - ICICICONSU
17477	NSE_EQ	CONTROLPR	EQ	CONTROL PRINT LIMITED
16986	NSE_EQ	COUNCODOS	EQ	COUNTRY CONDO S LIMITED
20086	NSE_EQ	CPCAP	EQ	CP CAPITAL LIMITED
758941	NSE_EQ	CPEDU	EQ	CAREER POINT EDUTECH LTD
758858	NSE_EQ	CPPLUS	EQ	ADITYA INFOTECH LIMITED
11155	NSE_EQ	CREATIVE	EQ	CREATIVE NEWTECH LIMITED
9384	NSE_EQ	CREATIVEYE	EQ	CREATIVE EYE LIMITED
4421	NSE_EQ	CREDITACC	EQ	CREDITACCESS GRAMEEN LTD
757	NSE_EQ	CRISIL	EQ	CRISIL LTD
757850	NSE_EQ	CRIZAC	EQ	CRIZAC LIMITED
17094	NSE_EQ	CROMPTON	EQ	CROMPT GREA CON ELEC LTD
8075	NSE_EQ	DALBHARAT	EQ	DALMIA BHARAT LIMITED
781	NSE_EQ	DALMIASUG	EQ	DALMIA BHARAT SUG IN LTD
28662	NSE_EQ	DAMCAPITAL	EQ	DAM CAPITAL ADVISORS LTD
17541	NSE_EQ	DAMODARIND	EQ	DAMODAR INDUSTRIES LTD
1110	NSE_EQ	DANGEE	EQ	DANGEE DUMS LIMITED
11423	NSE_EQ	DATAMATICS	EQ	DATAMATICS GLOBAL SER LTD
7358	NSE_EQ	DATAPATTNS	EQ	DATA PATTERNS INDIA LTD
21794	NSE_EQ	DAVANGERE	EQ	DAVANGERE SUGAR COMPANY L
17881	NSE_EQ	DBCORP	EQ	D.B.CORP LTD
25892	NSE_EQ	DBEIL	EQ	DEEPAK BUILDERS & ENG I L
18124	NSE_EQ	DBREALTY	EQ	VALOR ESTATE LIMITED
11566	NSE_EQ	DCI	EQ	DC INFOTECH AND COMUN LTD
4775	NSE_EQ	DCMFINSERV	EQ	DCM FINANCIAL SERVICES LT
11039	NSE_EQ	DCMNVL	EQ	DCM NOUVELLE LIMITED
7325	NSE_EQ	DCMSRIND	EQ	DCM SHRIRAM IND LTD
817	NSE_EQ	DCW	EQ	DCW LTD
14838	NSE_EQ	DECCANCE	EQ	DECCAN CEMENTS LIMITED
24154	NSE_EQ	DEEDEV	EQ	DEE DEVELOPMENT ENG LTD
827	NSE_EQ	DEEPAKFERT	EQ	DEEPAK FERTILIZERS & PETR
19943	NSE_EQ	DEEPAKNTR	EQ	DEEPAK NITRITE LTD
3292	NSE_EQ	DEEPINDS	EQ	DEEP INDUSTRIES LIMITED
9599	NSE_EQ	DELHIVERY	EQ	DELHIVERY LIMITED
24391	NSE_EQ	DELPHIFX	EQ	DELPHI WORLD MONEY LTD
15044	NSE_EQ	DELTACORP	EQ	DELTA CORP LIMITED
1214	NSE_EQ	DELTAMAGNT	EQ	DELTA MANUFACTURING LTD
4279	NSE_EQ	DENORA	EQ	DE NORA INDIA LIMITED
8146	NSE_EQ	DEVIT	EQ	DEV INFO TECHNOLOGY LTD
759079	NSE_EQ	DEVX	EQ	DEV ACCELERATOR LIMITED
5373	NSE_EQ	DEVYANI	EQ	DEVYANI INTERNATIONAL LTD
857	NSE_EQ	DHAMPURSUG	EQ	DHAMPUR SUGAR MILLS LTD.
11359	NSE_EQ	DHANBANK	EQ	DHANLAXMI BANK LIMITED
18543	NSE_EQ	DIACABS	EQ	DIAMOND POWER INFRA LTD
18644	NSE_EQ	DIAMINESQ	EQ	DIAMINES & CHEMICALS LTD
21840	NSE_EQ	DIAMONDYD	EQ	PRATAAP SNACKS LIMITED
703	NSE_EQ	DICIND	EQ	DIC INDIA LIMITED
25672	NSE_EQ	DIFFNKG	EQ	DIFFUSION ENGINEERS LTD
21247	NSE_EQ	DIGIDRIVE	EQ	DIGIDRIVE DISTRIBUTORS L
757515	NSE_EQ	DIGITIDE	EQ	DIGITIDE SOLUTIONS LTD
8657	NSE_EQ	DIL	EQ	DEBOCK INDUSTRIES LIMITED
14537	NSE_EQ	DISHTV	EQ	DISH TV INDIA LTD.
14479	NSE_EQ	DIVGIITTS	EQ	DIVGI TORQTRANSFER SYST L
14732	NSE_EQ	DLF	EQ	DLF LIMITED
17851	NSE_EQ	DLINKINDIA	EQ	D-LINK INDIA LTD
19913	NSE_EQ	DMART	EQ	AVENUE SUPERMARTS LIMITED
641	NSE_EQ	DNAMEDIA	EQ	DILIGENT MEDIA CORP LTD.
4822	NSE_EQ	DODLA	EQ	DODLA DAIRY LIMITED
12124	NSE_EQ	DOLATALGO	EQ	DOLAT ALGOTECH LIMITED
20560	NSE_EQ	DOLLAR	EQ	DOLLAR INDUSTRIES LIMITED
18139	NSE_EQ	DOLPHIN	EQ	DOLPHIN OFF ENT (IND) L
20551	NSE_EQ	DOMS	EQ	DOMS INDUSTRIES LIMITED
13839	NSE_EQ	DONEAR	EQ	DONEAR IND. LIMITED
936	NSE_EQ	DPABHUSHAN	EQ	D. P. ABHUSHAN LIMITED
15419	NSE_EQ	DPSCLTD	EQ	DPSC LIMITED
16900	NSE_EQ	DPWIRES	EQ	D P WIRES LIMITED
25690	NSE_EQ	DSSL	EQ	DYNACONS SYS & SOLN LTD
6227	NSE_EQ	DTIL	EQ	DHUNSERI TEA & IND. LTD.
28952	NSE_EQ	DUCON	EQ	DUCON INFRATECHNOLOGIES L
15214	NSE_EQ	DVL	EQ	DHUNSERI VENTURES LIMITED
10417	NSE_EQ	DYCL	EQ	DYNAMIC CABLES LIMITED
4525	NSE_EQ	DYNAMATECH	EQ	DYNAMATIC TECHNOLOGIES
21314	NSE_EQ	DYNPRO	EQ	DYNEMIC PRODUCTS LIMITED
8937	NSE_EQ	E2E	EQ	E2E NETWORKS LIMITED
2792	NSE_EQ	EASEMYTRIP	EQ	EASY TRIP PLANNERS LTD
25258	NSE_EQ	EBANKNIFTY	EQ	EDELAMC - EBANKNIFTY
22239	NSE_EQ	EBBETF0431	EQ	EDELAMC - EBBETF0431
13139	NSE_EQ	EBBETF0433	EQ	EDELAMC - EBBETF0433
757862	NSE_EQ	EBGNG	EQ	GNG ELECTRONICS LIMITED
29019	NSE_EQ	ECAPINSURE	EQ	EDELAMC - ECAPINSURE
15119	NSE_EQ	EDELWEISS	EQ	EDELWEISS FIN SERV LTD
758675	NSE_EQ	EFCIL	EQ	EFC (I) LIMITED
19933	NSE_EQ	EGOLD	EQ	EDELAMC - EGOLD
4040	NSE_EQ	EIMCOELECO	EQ	EIMCO ELECON (INDIA) LTD
13091	NSE_EQ	EKC	EQ	EVEREST KANTO CYLINDERLTD
8953	NSE_EQ	ELDEHSG	EQ	ELDECO HSG & IND LTD.
13643	NSE_EQ	ELECON	EQ	ELECON ENG. CO. LTD
4469	NSE_EQ	ELECTHERM	EQ	ELECTROTHERM (I) LTD.
937	NSE_EQ	ELGIEQUIP	EQ	ELGI EQUIPMENTS LTD
13423	NSE_EQ	ELIN	EQ	ELIN ELECTRONICS LIMITED
758563	NSE_EQ	ELLEN	EQ	ELLENBARRIE INDUS GASES L
758952	NSE_EQ	ELM250	EQ	EDELAMC - ELM250
13517	NSE_EQ	EMAMILTD	EQ	EMAMI LIMITED
19277	NSE_EQ	EMAMIREAL	EQ	EMAMI REALTY LIMITED
14450	NSE_EQ	EMBDL	EQ	EMBASSY DEVELOPMENTS LTD
18142	NSE_EQ	EMMBI	EQ	EMMBI INDUSTRIES LIMITED
18593	NSE_EQ	EMSLIMITED	EQ	EMS LIMITED
9756	NSE_EQ	EMUDHRA	EQ	EMUDHRA LIMITED
25996	NSE_EQ	EMULTIMQ	EQ	EDELAMC - EMULTIMQ
18822	NSE_EQ	ENDURANCE	EQ	ENDURANCE TECHNO. LTD.
25998	NSE_EQ	NIFTY500	EQ	NIFTY 500
15049	NSE_EQ	ENERGYDEV	EQ	ENERGY DEVE. CO.LTD
4907	NSE_EQ	ENGINERSIN	EQ	ENGINEERS INDIA LTD
13192	NSE_EQ	ENIL	EQ	ENTERTAIN NET. IND. LTD.
756871	NSE_EQ	ENRIN	EQ	SIEMENS ENERGY INDIA LTD
22463	NSE_EQ	EPACK	EQ	EPACK DURABLE LIMITED
759251	NSE_EQ	EPACKPEB	EQ	EPACK PREFAB TECHN LTD
30121	NSE_EQ	EQUAL200	EQ	MIRAEAMC - EQUAL200
757142	NSE_EQ	EQUAL50	EQ	MIRAEAMC - EQUAL50
6606	NSE_EQ	EQUAL50ADD	EQ	DSPAMC - DSPNEWETF
955	NSE_EQ	ESABINDIA	EQ	ESAB INDIA LTD
19878	NSE_EQ	ESAFSFB	EQ	ESAF SMALL FINANCE BANK L
25634	NSE_EQ	ESSARSHPNG	EQ	ESSAR SHIPPING LTD
30323	NSE_EQ	ESSENTIA	EQ	INTEGRA ESSENTIA LIMITED
24265	NSE_EQ	ESTER	EQ	ESTER INDUSTRIES LTD
5097	NSE_EQ	ETERNAL	EQ	ETERNAL LIMITED
9750	NSE_EQ	ETHOSLTD	EQ	ETHOS LIMITED
25162	NSE_EQ	EUREKAFORB	EQ	EUREKA FORBES LIMITED
757953	NSE_EQ	EUROBOND	EQ	EURO PANEL PRODUCTS LTD
11782	NSE_EQ	EVEREADY	EQ	EVEREADY INDS. IND.  LTD.
993	NSE_EQ	EVERESTIND	EQ	EVEREST INDUSTRIES LTD
755881	NSE_EQ	EVIETF	EQ	ICICIPRAMC - EVIETF
24461	NSE_EQ	EVINDIA	EQ	MIRAEAMC - EVINDIA
676	NSE_EQ	EXIDEIND	EQ	EXIDE INDUSTRIES LTD
12000	NSE_EQ	FAZE3Q	EQ	FAZE THREE LIMITED
6198	NSE_EQ	FCL	EQ	FINEOTEX CHEMICAL LIMITED
11999	NSE_EQ	FCSSOFT	EQ	FCS SOFTWARE SOLN. LTD.
1023	NSE_EQ	FEDERALBNK	EQ	FEDERAL BANK LTD
8159	NSE_EQ	FIBERWEB	EQ	FIBERWEB INDIA LIMITED
13710	NSE_EQ	FIEMIND	EQ	FIEM INDUSTRIES LIMITED
24532	NSE_EQ	FILATEX	EQ	FILATEX INDIA LTD
23647	NSE_EQ	FILATFASH	EQ	FILATEX FASHIONS LIMITED
1038	NSE_EQ	FINCABLES	EQ	FINOLEX CABLES LTD
3744	NSE_EQ	FINEORG	EQ	FINE ORGANIC IND. LTD.
759239	NSE_EQ	FINKURVE	EQ	FINKURVE FINANCIAL SERV L
1041	NSE_EQ	FINPIPE	EQ	FINOLEX INDUSTRIES LTD
24814	NSE_EQ	FIRSTCRY	EQ	BRAINBEES SOLUTIONS LTD
757658	NSE_EQ	FISCHER	EQ	FISCHER MEDICAL VENTURE L
12032	NSE_EQ	FIVESTAR	EQ	FIVE-STAR BUS FIN LTD
5306	NSE_EQ	FMCGIETF	EQ	ICICIPRAMC - ICICIFMCG
1190	NSE_EQ	FMGOETZE	EQ	FEDERAL-MOGUL GOETZE (IND
21017	NSE_EQ	FMNL	EQ	FUTURE MKT NETWORKS LTD
6836	NSE_EQ	FOCUS	EQ	FOCUS LIGHTG & FIXTRS LTD
6673	NSE_EQ	FOODSIN	EQ	FOODS & INNS LIMITED
14592	NSE_EQ	FORTIS	EQ	FORTIS HEALTHCARE LTD
1073	NSE_EQ	FOSECOIND	EQ	FOSECO INDIA LTD
14304	NSE_EQ	FSL	EQ	FIRSTSOURCE SOLU. LTD.
11932	NSE_EQ	FUSION	EQ	FUSION FINANCE LIMITED
1085	NSE_EQ	GABRIEL	EQ	GABRIEL INDIA LTD
8828	NSE_EQ	GAEL	EQ	GUJARAT AMBUJA EXPORTS LT
4717	NSE_EQ	GAIL	EQ	GAIL (INDIA) LTD
25134	NSE_EQ	GALAPREC	EQ	GALA PRECISION ENG LTD
13337	NSE_EQ	GALLANTT	EQ	GALLANTT ISPAT LIMITED
20303	NSE_EQ	GANDHAR	EQ	GANDHAR OIL REFINE IND L
14116	NSE_EQ	GANDHITUBE	EQ	GANDHI SPL. TUBES LTD
6944	NSE_EQ	GANECOS	EQ	GANESHA ECOSPHERE LIMITED
5614	NSE_EQ	GANESHBE	EQ	GANESH BENZOPLAST LIMITED
759012	NSE_EQ	GANESHCP	EQ	GANESH CONSUMER PRODUCT L
14339	NSE_EQ	GANESHHOU	EQ	GANESH HOUSING LIMITED
21399	NSE_EQ	GANGESSECU	EQ	GANGES SECURITIES LIMITED
1100	NSE_EQ	GARFIBRES	EQ	GARWARE TECH FIBRES LTD
17888	NSE_EQ	GATECH	EQ	GACM TECHNOLOGIES LIMITED
758986	NSE_EQ	GCSL	EQ	GRETEX CORPORATE SERVICES
13658	NSE_EQ	GEECEE	EQ	GEECEE VENTURES LIMITED
17922	NSE_EQ	GEEKAYWIRE	EQ	GEEKAY WIRES LIMITED
759461	NSE_EQ	GEMAROMA	EQ	GEM AROMATICS LIMITED
2188	NSE_EQ	GENCON	EQ	GENERIC ENG CONS PROJ LTD
10905	NSE_EQ	GENESYS	EQ	GENESYS INTL CORPN LTD
6600	NSE_EQ	GENUSPAPER	EQ	GENUS P&B LIMITED
11896	NSE_EQ	GEOJITFSL	EQ	GEOJIT FINANCIAL SER L
17839	NSE_EQ	GILLANDERS	EQ	GILLANDERS ARBUTHNOT LTD
1576	NSE_EQ	GILLETTE	EQ	GILLETTE INDIA LTD
3172	NSE_EQ	GILT5YBEES	EQ	RELCAPAMC - NETFGILT5Y
1145	NSE_EQ	GIPCL	EQ	GUJ IND POW CO. LTD
759048	NSE_EQ	GKENERGY	EQ	GK ENERGY LIMITED
17357	NSE_EQ	GKWLIMITED	EQ	GKW LIMITED
1186	NSE_EQ	GLAND	EQ	GLAND PHARMA LIMITED
1153	NSE_EQ	GLAXO	EQ	GLAXOSMITHKLINE PHARMA LT
7406	NSE_EQ	GLENMARK	EQ	GLENMARK PHARMACEUTICALS
13735	NSE_EQ	GLOBALVECT	EQ	GLOBAL VEC HELICORP LTD
393	NSE_EQ	GLOBE	EQ	GLOBE TEXTILES (I) LTD.
758572	NSE_EQ	GLOBECIVIL	EQ	GLOBE CIVIL PROJECTS LTD
17424	NSE_EQ	GLOBUSSPR	EQ	GLOBUS SPIRITS LTD
23590	NSE_EQ	GLOSTERLTD	EQ	GLOSTER LIMITED
760116	NSE_EQ	GLOTTIS	EQ	GLOTTIS LIMITED
1168	NSE_EQ	GMBREW	EQ	G M BREWERIES LTD
5204	NSE_EQ	GMDCLTD	EQ	GUJARAT MINERAL DEV CORP
1570	NSE_EQ	GMMPFAUDLR	EQ	GMM PFAUDLER LIMITED
13528	NSE_EQ	GMRAIRPORT	EQ	GMR AIRPORTS LIMITED
8529	NSE_EQ	GMRP&UI	EQ	GMR POW AND URBAN INFRA L
18571	NSE_EQ	GNA	EQ	GNA AXLES LIMITED
14480	NSE_EQ	GOKULAGRO	EQ	GOKUL AGRO RESOURCES LTD
30105	NSE_EQ	GOLD360	EQ	360ONEAMC - GOLD360
14428	NSE_EQ	GOLDBEES	EQ	NIP IND ETF GOLD BEES
22901	NSE_EQ	GOLDCASE	EQ	ZERODHAAMC - GOLDCASE
14286	NSE_EQ	GOLDETF	EQ	MIRAEAMC - MAGOLDETF
15356	NSE_EQ	GOLDETFADD	EQ	DSPAMC - DSPGOLDETF
14535	NSE_EQ	GOLDSHARE	EQ	UTI GOLD ETF
9874	NSE_EQ	GOLDTECH	EQ	AION-TECH SOLUTIONS LTD
6125	NSE_EQ	GOODLUCK	EQ	GOODLUCK INDIA LIMITED
23066	NSE_EQ	GOPAL	EQ	GOPAL SNACKS LIMITED
11787	NSE_EQ	GOYALALUM	EQ	GOYAL ALUMINIUMS LIMITED
13409	NSE_EQ	GPIL	EQ	GODAWARI POW & ISP LTD
19731	NSE_EQ	GPPL	EQ	GUJARAT PIPAVAV PORT LTD
22846	NSE_EQ	GPTHEALTH	EQ	GPT HEALTHCARE LIMITED
17685	NSE_EQ	GPTINFRA	EQ	GPT INFRAPROJECTS LTD
11872	NSE_EQ	GRANULES	EQ	GRANULES INDIA LIMITED
592	NSE_EQ	GRAPHITE	EQ	GRAPHITE INDIA LTD
1232	NSE_EQ	GRASIM	EQ	GRASIM INDUSTRIES LTD
20534	NSE_EQ	GRAVITA	EQ	GRAVITA INDIA LIMITED
1235	NSE_EQ	GREAVESCOT	EQ	GREAVES COTTON LTD.
20110	NSE_EQ	GREENPOWER	EQ	ORIENT GREEN POWER CO LTD
17770	NSE_EQ	GROBTEA	EQ	THE GROB TEA COMPANY LTD
25758	NSE_EQ	GROWWDEFNC	EQ	GROWWAMC - GROWWDEFNC
24798	NSE_EQ	GROWWEV	EQ	GROWWAMC - GROWWEV
25872	NSE_EQ	GROWWGOLD	EQ	GROWWAMC - GROWWGOLD
25447	NSE_EQ	GROWWLIQID	EQ	GROWWAMC - GROWWLIQID
758300	NSE_EQ	GROWWLOVOL	EQ	GROWWAMC - GROWWLOVOL
756086	NSE_EQ	GROWWMOM50	EQ	GROWWAMC - GROWWMOM50
29872	NSE_EQ	GROWWN200	EQ	GROWWAMC - GROWWN200
757814	NSE_EQ	GROWWNET	EQ	GROWWAMC - GROWWNET
758697	NSE_EQ	GROWWNIFTY	EQ	GROWWAMC - GROWWNIFTY
759458	NSE_EQ	GROWWNXT50	EQ	GROWWAMC - GROWWNXT50
758165	NSE_EQ	GROWWPOWER	EQ	GROWWAMC - GROWWPOWER
29527	NSE_EQ	GROWWRAIL	EQ	GROWWAMC - GROWWRAIL
759428	NSE_EQ	GROWWRLTY	EQ	GROWWAMC - GROWWRLTY
756827	NSE_EQ	GROWWSLVR	EQ	GROWWAMC - GROWWSLVR
6543	NSE_EQ	GRPLTD	EQ	GRP LIMITED
5475	NSE_EQ	GRSE	EQ	GARDEN REACH SHIP&ENG LTD
7982	NSE_EQ	GRWRHITECH	EQ	GARWARE HI-TECH FILMS LTD
24847	NSE_EQ	GSEC10ABSL	EQ	BIRLASLAMC - GSEC10ABSL
14938	NSE_EQ	GSEC10YEAR	EQ	MIRAEAMC - MAGS813ETF
1247	NSE_EQ	GSFC	EQ	GUJ STATE FERT & CHEM LTD
14599	NSE_EQ	GSLSU	EQ	GLOBAL SURFACES LIMITED
13197	NSE_EQ	GSPL	EQ	GUJARAT STATE PETRO LTD
15347	NSE_EQ	GSS	EQ	GSS INFOTECH LIMITED
1129	NSE_EQ	GTECJAINX	EQ	G-TEC JAINX EDUCATION LTD
1162	NSE_EQ	GTL	EQ	GTL LTD
13745	NSE_EQ	GTLINFRA	EQ	GTL INFRA.LTD
21195	NSE_EQ	GTPL	EQ	GTPL HATHWAY LIMITED
11606	NSE_EQ	GUFICBIO	EQ	GUFIC BIOSCIENCES LTD.
1267	NSE_EQ	GUJALKALI	EQ	GUJARAT ALKALIES & CHEM
10599	NSE_EQ	GUJGASLTD	EQ	GUJARAT GAS LIMITED
4548	NSE_EQ	GUJRAFFIA	EQ	GUJARAT RAFFIA INDUST LTD
29731	NSE_EQ	GUJTHEM	EQ	GUJARAT THEMIS BIOSYN LTD
4391	NSE_EQ	GULFOILLUB	EQ	GULF OIL LUB. IND. LTD.
11581	NSE_EQ	GULFPETRO	EQ	GP PETROLEUMS LIMITED
6286	NSE_EQ	GULPOLY	EQ	GULSHAN POLYOLS LIMITED
16783	NSE_EQ	GVT&D	EQ	GE VERNOVA T&D INDIA LTD
2303	NSE_EQ	HAL	EQ	HINDUSTAN AERONAUTICS LTD
48	NSE_EQ	HAPPSTMNDS	EQ	HAPPIEST MINDS TECHNO LTD
20854	NSE_EQ	HAPPYFORGE	EQ	HAPPY FORGINGS LIMITED
8968	NSE_EQ	HARIOMPIPE	EQ	HARIOM PIPE INDUSTRIES L
1313	NSE_EQ	HARRMALAYA	EQ	HARRISON MALAYALAM LTD
11162	NSE_EQ	HARSHA	EQ	HARSHA ENGINEERS INT LTD
18154	NSE_EQ	HATHWAY	EQ	HATHWAY CABLE & DATACOM
3892	NSE_EQ	HATSUN	EQ	HATSUN AGRO PRODUCT LTD.
9819	NSE_EQ	HAVELLS	EQ	HAVELLS INDIA LIMITED
7457	NSE_EQ	HAVISHA	EQ	SRI HAVISHA HOSP & INFR L
13966	NSE_EQ	HBLENGINE	EQ	HBL ENGINEERING LTD
4116	NSE_EQ	HBSL	EQ	HB STOCKHOLDINGS LIMITED
1375	NSE_EQ	HCC	EQ	HINDUSTAN CONSTRUCTION CO
15555	NSE_EQ	HCG	EQ	HEALTHCARE GLOB. ENT. LTD
1327	NSE_EQ	HCL-INSYS	EQ	HCL INFOSYSTEMS LTD
7229	NSE_EQ	HCLTECH	EQ	HCL TECHNOLOGIES LTD
14230	NSE_EQ	HDFCBSE500	EQ	HDFCAMC - HDFCBSE500
19543	NSE_EQ	HDFCGOLD	EQ	HDFC GOLD ETF
11241	NSE_EQ	HDFCGROWTH	EQ	HDFCAMC - HDFCGROWTH
467	NSE_EQ	HDFCLIFE	EQ	HDFC LIFE INS CO LTD
18279	NSE_EQ	HDFCLIQUID	EQ	HDFCAMC - HDFCLIQUID
11547	NSE_EQ	HDFCLOWVOL	EQ	HDFCAMC - HDFCLOWVOL
14236	NSE_EQ	HDFCMID150	EQ	HDFCAMC - HDFCMID150
11538	NSE_EQ	HDFCMOMENT	EQ	HDFCAMC - HDFCMOMENT
10619	NSE_EQ	HDFCNEXT50	EQ	HDFCAMC - HDFCNEXT50
10633	NSE_EQ	HDFCNIF100	EQ	HDFCAMC - HDFCNIF100
22433	NSE_EQ	HDFCNIFBAN	EQ	HDFCAMC - HDFCNIFBAN
12101	NSE_EQ	HDFCNIFIT	EQ	HDFCAMC - HDFCNIFIT
11591	NSE_EQ	HDFCNIFTY	EQ	HDFCAMC - HDFCNIFTY
22595	NSE_EQ	HDFCPSUBK	EQ	HDFCAMC HDFCPSUBK
12108	NSE_EQ	HDFCPVTBAN	EQ	HDFCAMC - HDFCPVTBAN
11255	NSE_EQ	HDFCQUAL	EQ	HDFCAMC - HDFCQUAL
11593	NSE_EQ	HDFCSENSEX	EQ	HDFCAMC - HDFCSENSEX
10876	NSE_EQ	HDFCSILVER	EQ	HDFCAMC - HDFCSILVER
14233	NSE_EQ	HDFCSML250	EQ	HDFCAMC - HDFCSML250
11260	NSE_EQ	HDFCVALUE	EQ	HDFCAMC - HDFCVALUE
19205	NSE_EQ	HEADSUP	EQ	HEADS UP VENTURES LIMITED
22592	NSE_EQ	HEALTHADD	EQ	DSPAMC - HEALTHADD
3626	NSE_EQ	HEALTHIETF	EQ	ICICIPRAMC - ICICIPHARM
701	NSE_EQ	HEMIPROP	EQ	HEMISPHERE PROP IND LTD
15288	NSE_EQ	HERCULES	EQ	HERCULES HOI. LTD.
4598	NSE_EQ	HERITGFOOD	EQ	HERITAGE FOODS LTD
1348	NSE_EQ	HEROMOTOCO	EQ	HERO MOTOCORP LIMITED
7048	NSE_EQ	HESTERBIO	EQ	HESTER BIOSCIENCES LTD
715	NSE_EQ	HEUBACHIND	EQ	HEUBACH COLORANTS IND LTD
27008	NSE_EQ	HEXATRADEX	EQ	HEXA TRADEX LIMITED
29666	NSE_EQ	HEXT	EQ	HEXAWARE TECHNOLOGIES LTD
21951	NSE_EQ	HFCL	EQ	HFCL LIMITED
1672	NSE_EQ	HGINFRA	EQ	H.G.INFRA ENGINEERING LTD
1360	NSE_EQ	HIMATSEIDE	EQ	HIMATSINGKA SEIDE LTD
1363	NSE_EQ	HINDALCO	EQ	HINDALCO  INDUSTRIES  LTD
1372	NSE_EQ	HINDCOMPOS	EQ	HINDUSTAN COMPOSITES LTD.
4920	NSE_EQ	HINDCON	EQ	HINDCON CHEMICALS LIMITED
17939	NSE_EQ	HINDCOPPER	EQ	HINDUSTAN COPPER LTD
1403	NSE_EQ	HINDOILEXP	EQ	HINDUSTAN OIL EXPLORATION
1406	NSE_EQ	HINDPETRO	EQ	HINDUSTAN PETROLEUM CORP
15883	NSE_EQ	HINDWAREAP	EQ	HINDWARE HME INOVATON LTD
1424	NSE_EQ	HINDZINC	EQ	HINDUSTAN ZINC LIMITED
13890	NSE_EQ	HIRECT	EQ	HIND RECTIFIER LIMITED
19322	NSE_EQ	HISARMETAL	EQ	HISAR METAL IND. LIMITED
2868	NSE_EQ	HITECH	EQ	HI-TECH PIPES LIMITED
15161	NSE_EQ	HITECHCORP	EQ	HITECH CORPORATION LTD
2289	NSE_EQ	HLEGLAS	EQ	HLE GLASCOAT LIMITED
1448	NSE_EQ	HLVLTD	EQ	HLV LIMITED
17053	NSE_EQ	HMAAGRO	EQ	HMA AGRO INDUSTRIES LTD
19211	NSE_EQ	HMVL	EQ	HINDUSTAN MEDIA VENT LTD
12173	NSE_EQ	HNDFDS	EQ	HINDUSTAN FOODS LIMITED
18284	NSE_EQ	HNGSNGBEES	EQ	NIP IND ETF HANGSENG BEES
2056	NSE_EQ	HOMEFIRST	EQ	HOME FIRST FIN CO IND LTD
19813	NSE_EQ	HONASA	EQ	HONASA CONSUMER LIMITED
3417	NSE_EQ	HONAUT	EQ	HONEYWELL AUTOMATION IND
3138	NSE_EQ	HONDAPOWER	EQ	HONDA I POWER PRODUCT LTD
7376	NSE_EQ	HPAL	EQ	HP ADHESIVES LIMITED
11796	NSE_EQ	HPIL	EQ	HINDPRAKASH INDUSTRY LTD
